## DSID    events    xsec[pb]*kfac*filter        lumi[fb-1]         name
---------  --------  --------------------------  -----------------  ------------------------------------------------------------------------------
##         ##        ====================        ##                 ##
##         ##        Diboson_DC14_MC15sim        ##                 ##
407111     300000    0.77903*1.0*0.1511          2548.61            mc15_13TeV.407111.Sherpa_CT10_Zee_LO_Pt280_500_BFilter
407114     200000    0.048644*1.0*0.15608        26342.29           mc15_13TeV.407114.Sherpa_CT10_Zee_LO_Pt500_700_BFilter
407117     30000     0.00874*1.0*0.16008         21442.37           mc15_13TeV.407117.Sherpa_CT10_Zee_LO_Pt700_1000_BFilter
407120     20000     0.0011871*1.0*0.16385       102824.41          mc15_13TeV.407120.Sherpa_CT10_Zee_LO_Pt1000_E_CMS_BFilter
407123     2000000   2015.2*1.0*0.086335         11.5               mc15_13TeV.407123.Sherpa_CT10_Zmumu_LO_Pt0_70_BFilter
407126     300000    67.323*1.0*0.13944          31.96              mc15_13TeV.407126.Sherpa_CT10_Zmumu_LO_Pt70_140_BFilter
407129     50000     10.658*1.0*0.1451           32.33              mc15_13TeV.407129.Sherpa_CT10_Zmumu_LO_Pt140_280_BFilter
407132     300000    0.77937*1.0*0.15126         2544.8             mc15_13TeV.407132.Sherpa_CT10_Zmumu_LO_Pt280_500_BFilter
407135     200000    0.048645*1.0*0.15689        26205.75           mc15_13TeV.407135.Sherpa_CT10_Zmumu_LO_Pt500_700_BFilter
407138     30000     0.008789*1.0*0.1584         21548.97           mc15_13TeV.407138.Sherpa_CT10_Zmumu_LO_Pt700_1000_BFilter
407141     20000     0.0011847*1.0*0.16236       103978.26          mc15_13TeV.407141.Sherpa_CT10_Zmumu_LO_Pt1000_E_CMS_BFilter
407144     2000000   2015.1*1.0*0.086399         11.49              mc15_13TeV.407144.Sherpa_CT10_Ztautau_LO_Pt0_70_BFilter
407147     300000    67.331*1.0*0.13889          32.08              mc15_13TeV.407147.Sherpa_CT10_Ztautau_LO_Pt70_140_BFilter
407150     50000     10.637*1.0*0.14494          32.43              mc15_13TeV.407150.Sherpa_CT10_Ztautau_LO_Pt140_280_BFilter
407153     300000    0.77906*1.0*0.15091         2551.72            mc15_13TeV.407153.Sherpa_CT10_Ztautau_LO_Pt280_500_BFilter
407156     200000    0.048655*1.0*0.15639        26284.13           mc15_13TeV.407156.Sherpa_CT10_Ztautau_LO_Pt500_700_BFilter
407159     30000     0.0087692*1.0*0.15973       21417.8            mc15_13TeV.407159.Sherpa_CT10_Ztautau_LO_Pt700_1000_BFilter
407162     20000     0.0011847*1.0*0.1642        102813.1           mc15_13TeV.407162.Sherpa_CT10_Ztautau_LO_Pt1000_E_CMS_BFilter
407165     7000000   10919.0*1.0*0.088293        7.26               mc15_13TeV.407165.Sherpa_CT10_Znunu_LO_Pt0_70_BFilter
407168     1999500   378.98*1.0*0.14063          37.52              mc15_13TeV.407168.Sherpa_CT10_Znunu_LO_Pt70_140_BFilter
407171     350000    60.04*1.0*0.14611           39.9               mc15_13TeV.407171.Sherpa_CT10_Znunu_LO_Pt140_280_BFilter
407174     500000    4.3544*1.0*0.1522           754.44             mc15_13TeV.407174.Sherpa_CT10_Znunu_LO_Pt280_500_BFilter
407177     300000    0.2686*1.0*0.15704          7112.22            mc15_13TeV.407177.Sherpa_CT10_Znunu_LO_Pt500_700_BFilter
407180     100000    0.048164*1.0*0.16028        12953.83           mc15_13TeV.407180.Sherpa_CT10_Znunu_LO_Pt700_1000_BFilter
407183     30000     0.0064412*1.0*0.16369       28453.28           mc15_13TeV.407183.Sherpa_CT10_Znunu_LO_Pt1000_E_CMS_BFilter
##         ##        ====================        ##                 ##
##         ##        Zjets_Sherpa_Cfilter        ##                 ##
##         ##        ====================        ##                 ##
361373     3200000   2205.4*0.9013*0.142259      10.2               mc15_13TeV.361373.Sherpa_CT10_Zee_Pt0_70_CFilterBVeto
361376     500000    76.023*0.9013*0.218226      30.14              mc15_13TeV.361376.Sherpa_CT10_Zee_Pt70_140_CFilterBVeto
361379     475000    11.502*0.9013*0.244908      168.62             mc15_13TeV.361379.Sherpa_CT10_Zee_Pt140_280_CFilterBVeto
361382     300000    0.76277*0.9013*0.261732     1502.69            mc15_13TeV.361382.Sherpa_CT10_Zee_Pt280_500_CFilterBVeto
361385     200000    0.046402*0.9013*0.271427    15879.63           mc15_13TeV.361385.Sherpa_CT10_Zee_Pt500_700_CFilterBVeto
361388     30000     0.0081243*0.9013*0.300167   12301.9            mc15_13TeV.361388.Sherpa_CT10_Zee_Pt700_1000_CFilterBVeto
361391     20000     0.0010616*0.9013*0.309836   60804.71           mc15_13TeV.361391.Sherpa_CT10_Zee_Pt1000_2000_CFilterBVeto
361394     10000     4.3389e-06*0.9013*0.393222  5861146.16         mc15_13TeV.361394.Sherpa_CT10_Zee_Pt2000_E_CMS_CFilterBVeto
361397     3200000   2205.0*0.9013*0.141881      10.23              mc15_13TeV.361397.Sherpa_CT10_Zmumu_Pt0_70_CFilterBVeto
361400     497600    76.117*0.9013*0.219295      29.81              mc15_13TeV.361400.Sherpa_CT10_Zmumu_Pt70_140_CFilterBVeto
361403     452200    11.661*0.9013*0.241249      160.74             mc15_13TeV.361403.Sherpa_CT10_Zmumu_Pt140_280_CFilterBVeto
361406     300000    0.75652*0.9013*0.272103     1457.36            mc15_13TeV.361406.Sherpa_CT10_Zmumu_Pt280_500_CFilterBVeto
361409     200000    0.04656*0.9013*0.265874     16156.27           mc15_13TeV.361409.Sherpa_CT10_Zmumu_Pt500_700_CFilterBVeto
361412     30000     0.0078922*0.9013*0.28873    13165.32           mc15_13TeV.361412.Sherpa_CT10_Zmumu_Pt700_1000_CFilterBVeto
361415     20000     0.0010425*0.9013*0.282508   67908.35           mc15_13TeV.361415.Sherpa_CT10_Zmumu_Pt1000_2000_CFilterBVeto
361418     9980      4.1113e-06*0.9013*0.325784  7451121.1          mc15_13TeV.361418.Sherpa_CT10_Zmumu_Pt2000_E_CMS_CFilterBVeto
361421     1199500   2204.1*0.9013*0.142335      3.82               mc15_13TeV.361421.Sherpa_CT10_Ztautau_Pt0_70_CFilterBVeto
361424     498400    76.012*0.9013*0.222003      29.54              mc15_13TeV.361424.Sherpa_CT10_Ztautau_Pt70_140_CFilterBVeto
361427     474200    11.61*0.9013*0.241705       168.98             mc15_13TeV.361427.Sherpa_CT10_Ztautau_Pt140_280_CFilterBVeto
361430     299900    0.76522*0.9013*0.255775     1532.26            mc15_13TeV.361430.Sherpa_CT10_Ztautau_Pt280_500_CFilterBVeto
361433     200000    0.046053*0.9013*0.270431    16058.89           mc15_13TeV.361433.Sherpa_CT10_Ztautau_Pt500_700_CFilterBVeto
361436     30000     0.0080177*0.9013*0.298414   12538.69           mc15_13TeV.361436.Sherpa_CT10_Ztautau_Pt700_1000_CFilterBVeto
361439     20000     0.00105*0.9013*0.348277     54691.0            mc15_13TeV.361439.Sherpa_CT10_Ztautau_Pt1000_2000_CFilterBVeto
361442     9980      4.3626e-06*0.9013*0.359953  6355348.18         mc15_13TeV.361442.Sherpa_CT10_Ztautau_Pt2000_E_CMS_CFilterBVeto
361445     2998000   11938.0*0.9141*0.140128     1.79               mc15_13TeV.361445.Sherpa_CT10_Znunu_Pt0_70_CFilterBVeto
361448     2499400   427.97*0.9141*0.218402      26.74              mc15_13TeV.361448.Sherpa_CT10_Znunu_Pt70_140_CFilterBVeto
361451     2290400   65.543*0.9141*0.239057      146.18             mc15_13TeV.361451.Sherpa_CT10_Znunu_Pt140_280_CFilterBVeto
361454     1600000   4.2601*0.9141*0.260628      1441.05            mc15_13TeV.361454.Sherpa_CT10_Znunu_Pt280_500_CFilterBVeto
361457     515000    0.25383*0.9141*0.274948     7379.28            mc15_13TeV.361457.Sherpa_CT10_Znunu_Pt500_700_CFilterBVeto
361460     100000    0.044115*0.9141*0.303868    7459.83            mc15_13TeV.361460.Sherpa_CT10_Znunu_Pt700_1000_CFilterBVeto
361463     30000     0.0055256*0.9141*0.312154   17392.94           mc15_13TeV.361463.Sherpa_CT10_Znunu_Pt1000_2000_CFilterBVeto
361466     9880      2.3496e-05*0.9141*0.345637  1216585.91         mc15_13TeV.361466.Sherpa_CT10_Znunu_Pt2000_E_CMS_CFilterBVeto
407101     2500000   2015.5*1.0*0.14309          8.67               mc15_13TeV.407101.Sherpa_CT10_Zee_LO_Pt0_70_CFilterBVeto
407104     1000000   67.274*1.0*0.22547          65.93              mc15_13TeV.407104.Sherpa_CT10_Zee_LO_Pt70_140_CFilterBVeto
407107     100000    10.644*1.0*0.23973          39.19              mc15_13TeV.407107.Sherpa_CT10_Zee_LO_Pt140_280_CFilterBVeto
407110     300000    0.77752*1.0*0.2572          1500.16            mc15_13TeV.407110.Sherpa_CT10_Zee_LO_Pt280_500_CFilterBVeto
407113     200000    0.048759*1.0*0.2698         15203.14           mc15_13TeV.407113.Sherpa_CT10_Zee_LO_Pt500_700_CFilterBVeto
407116     30000     0.0087418*1.0*0.27605       12431.76           mc15_13TeV.407116.Sherpa_CT10_Zee_LO_Pt700_1000_CFilterBVeto
407119     20000     0.0011946*1.0*0.28577       58585.6            mc15_13TeV.407119.Sherpa_CT10_Zee_LO_Pt1000_E_CMS_CFilterBVeto
407122     2500000   2014.5*1.0*0.14305          8.68               mc15_13TeV.407122.Sherpa_CT10_Zmumu_LO_Pt0_70_CFilterBVeto
407125     1000000   67.338*1.0*0.22512          65.97              mc15_13TeV.407125.Sherpa_CT10_Zmumu_LO_Pt70_140_CFilterBVeto
407128     100000    10.651*1.0*0.24204          38.79              mc15_13TeV.407128.Sherpa_CT10_Zmumu_LO_Pt140_280_CFilterBVeto
407131     300000    0.77731*1.0*0.25731         1499.93            mc15_13TeV.407131.Sherpa_CT10_Zmumu_LO_Pt280_500_CFilterBVeto
407134     200000    0.048568*1.0*0.27057        15219.49           mc15_13TeV.407134.Sherpa_CT10_Zmumu_LO_Pt500_700_CFilterBVeto
407137     30000     0.0087928*1.0*0.27877       12239.06           mc15_13TeV.407137.Sherpa_CT10_Zmumu_LO_Pt700_1000_CFilterBVeto
407140     20000     0.0011869*1.0*0.29025       58055.54           mc15_13TeV.407140.Sherpa_CT10_Zmumu_LO_Pt1000_E_CMS_CFilterBVeto
407143     2500000   2015.4*1.0*0.14313          8.67               mc15_13TeV.407143.Sherpa_CT10_Ztautau_LO_Pt0_70_CFilterBVeto
407146     1000000   67.388*1.0*0.22554          65.8               mc15_13TeV.407146.Sherpa_CT10_Ztautau_LO_Pt70_140_CFilterBVeto
407149     100000    10.628*1.0*0.24064          39.1               mc15_13TeV.407149.Sherpa_CT10_Ztautau_LO_Pt140_280_CFilterBVeto
407152     300000    0.77827*1.0*0.25729         1498.19            mc15_13TeV.407152.Sherpa_CT10_Ztautau_LO_Pt280_500_CFilterBVeto
407155     200000    0.048541*1.0*0.27016        15251.07           mc15_13TeV.407155.Sherpa_CT10_Ztautau_LO_Pt500_700_CFilterBVeto
407158     30000     0.0087824*1.0*0.27658       12350.58           mc15_13TeV.407158.Sherpa_CT10_Ztautau_LO_Pt700_1000_CFilterBVeto
407161     20000     0.0011933*1.0*0.28704       58389.93           mc15_13TeV.407161.Sherpa_CT10_Ztautau_LO_Pt1000_E_CMS_CFilterBVeto
407164     7000000   10918.0*1.0*0.14136         4.54               mc15_13TeV.407164.Sherpa_CT10_Znunu_LO_Pt0_70_CFilterBVeto
407167     4000000   379.03*1.0*0.22287          47.35              mc15_13TeV.407167.Sherpa_CT10_Znunu_LO_Pt70_140_CFilterBVeto
407170     600000    60.035*1.0*0.23972          41.69              mc15_13TeV.407170.Sherpa_CT10_Znunu_LO_Pt140_280_CFilterBVeto
407173     500000    4.3551*1.0*0.25615          448.21             mc15_13TeV.407173.Sherpa_CT10_Znunu_LO_Pt280_500_CFilterBVeto
407176     300000    0.26856*1.0*0.26931         4147.89            mc15_13TeV.407176.Sherpa_CT10_Znunu_LO_Pt500_700_CFilterBVeto
407179     100000    0.048059*1.0*0.27855        7470.03            mc15_13TeV.407179.Sherpa_CT10_Znunu_LO_Pt700_1000_CFilterBVeto
407182     30000     0.006413*1.0*0.28639        16334.36           mc15_13TeV.407182.Sherpa_CT10_Znunu_LO_Pt1000_E_CMS_CFilterBVeto
##         ##        ==================          ##                 ##
##         ##        Wjets_Sherpa_light          ##                 ##
##         ##        ==================          ##                 ##
361300     20000000  21283.0*0.9082*0.890724     1.06               mc15_13TeV.361300.Sherpa_CT10_Wenu_Pt0_70_CVetoBVeto
361303     3980500   633.67*0.9082*0.728829      8.62               mc15_13TeV.361303.Sherpa_CT10_Wenu_Pt70_140_CVetoBVeto
361306     4353500   90.163*0.9082*0.681554      70.85              mc15_13TeV.361306.Sherpa_CT10_Wenu_Pt140_280_CVetoBVeto
361309     1000000   5.761*0.9991*0.652724       265.93             mc15_13TeV.361309.Sherpa_CT10_Wenu_Pt280_500_CVetoBVeto
361312     500000    0.35581*0.9991*0.631749     2224.37            mc15_13TeV.361312.Sherpa_CT10_Wenu_Pt500_700_CVetoBVeto
361315     200000    0.060538*0.9991*0.60962     5419.29            mc15_13TeV.361315.Sherpa_CT10_Wenu_Pt700_1000_CVetoBVeto
361318     50000     0.0079207*0.9991*0.629245   10031.98           mc15_13TeV.361318.Sherpa_CT10_Wenu_Pt1000_2000_CVetoBVeto
361321     20000     3.0835e-05*0.9991*0.638441  1015933.48         mc15_13TeV.361321.Sherpa_CT10_Wenu_Pt2000_E_CMS_CVetoBVeto
361324     19935000  21392.0*0.9082*0.89251      1.04               mc15_13TeV.361324.Sherpa_CT10_Wmunu_Pt0_70_CVetoBVeto
361327     3995000   634.1*0.9082*0.728418       8.65               mc15_13TeV.361327.Sherpa_CT10_Wmunu_Pt70_140_CVetoBVeto
361330     3911000   89.868*0.9082*0.68415       63.61              mc15_13TeV.361330.Sherpa_CT10_Wmunu_Pt140_280_CVetoBVeto
361333     1000000   5.7812*0.9991*0.653631      264.64             mc15_13TeV.361333.Sherpa_CT10_Wmunu_Pt280_500_CVetoBVeto
361336     500000    0.35302*0.9991*0.631109     2244.22            mc15_13TeV.361336.Sherpa_CT10_Wmunu_Pt500_700_CVetoBVeto
361339     200000    0.061501*0.9991*0.632602    5140.64            mc15_13TeV.361339.Sherpa_CT10_Wmunu_Pt700_1000_CVetoBVeto
361342     50000     0.0079016*0.9991*0.59789    10583.61           mc15_13TeV.361342.Sherpa_CT10_Wmunu_Pt1000_2000_CVetoBVeto
361345     20000     3.0924e-05*0.9991*0.617928  1046637.9          mc15_13TeV.361345.Sherpa_CT10_Wmunu_Pt2000_E_CMS_CVetoBVeto
361348     20000000  21386.0*0.9082*0.891411     1.05               mc15_13TeV.361348.Sherpa_CT10_Wtaunu_Pt0_70_CVetoBVeto
361351     4000000   635.56*0.9082*0.726079      8.67               mc15_13TeV.361351.Sherpa_CT10_Wtaunu_Pt70_140_CVetoBVeto
361354     4400000   90.013*0.9082*0.683964      71.47              mc15_13TeV.361354.Sherpa_CT10_Wtaunu_Pt140_280_CVetoBVeto
361357     1000000   5.7931*0.9991*0.647441      266.62             mc15_13TeV.361357.Sherpa_CT10_Wtaunu_Pt280_500_CVetoBVeto
361360     500000    0.3451*0.9991*0.628862      2303.93            mc15_13TeV.361360.Sherpa_CT10_Wtaunu_Pt500_700_CVetoBVeto
361363     200000    0.060864*0.9991*0.627393    5237.57            mc15_13TeV.361363.Sherpa_CT10_Wtaunu_Pt700_1000_CVetoBVeto
361366     50000     0.0079324*0.9991*0.60711    10382.41           mc15_13TeV.361366.Sherpa_CT10_Wtaunu_Pt1000_2000_CVetoBVeto
361369     20000     3.3382e-05*0.9991*0.545399  1098508.21         mc15_13TeV.361369.Sherpa_CT10_Wtaunu_Pt2000_E_CMS_CVetoBVeto
##         ##        ====================        ##                 ##
##         ##        Wjets_Sherpa_Cfilter        ##                 ##
##         ##        ====================        ##                 ##
361301     5999500   21381.0*0.9082*0.04929      5.69               mc15_13TeV.361301.Sherpa_CT10_Wenu_Pt0_70_CFilterBVeto
361304     4497800   632.29*0.9082*0.176811      40.23              mc15_13TeV.361304.Sherpa_CT10_Wenu_Pt70_140_CFilterBVeto
361307     4398900   90.039*0.9082*0.205907      237.27             mc15_13TeV.361307.Sherpa_CT10_Wenu_Pt140_280_CFilterBVeto
361310     900000    5.7609*0.9991*0.221526      705.22             mc15_13TeV.361310.Sherpa_CT10_Wenu_Pt280_500_CFilterBVeto
361313     300000    0.34385*0.9991*0.243561     3582.16            mc15_13TeV.361313.Sherpa_CT10_Wenu_Pt500_700_CFilterBVeto
361316     100000    0.060838*0.9991*0.202801    8105.04            mc15_13TeV.361316.Sherpa_CT10_Wenu_Pt700_1000_CFilterBVeto
361319     30000     0.0081198*0.9991*0.237991   15524.42           mc15_13TeV.361319.Sherpa_CT10_Wenu_Pt1000_2000_CFilterBVeto
361322     10000     3.1118e-05*0.9991*0.272781  1178078.44         mc15_13TeV.361322.Sherpa_CT10_Wenu_Pt2000_E_CMS_CFilterBVeto
361325     8999500   21380.0*0.9082*0.04737      8.89               mc15_13TeV.361325.Sherpa_CT10_Wmunu_Pt0_70_CFilterBVeto
361328     4496100   632.54*0.9082*0.175047      40.61              mc15_13TeV.361328.Sherpa_CT10_Wmunu_Pt70_140_CFilterBVeto
361331     4308200   90.077*0.9082*0.203512      235.01             mc15_13TeV.361331.Sherpa_CT10_Wmunu_Pt140_280_CFilterBVeto
361334     900000    5.7437*0.9991*0.22252       704.18             mc15_13TeV.361334.Sherpa_CT10_Wmunu_Pt280_500_CFilterBVeto
361337     300000    0.3456*0.9991*0.23984       3619.31            mc15_13TeV.361337.Sherpa_CT10_Wmunu_Pt500_700_CFilterBVeto
361340     100000    0.061643*0.9991*0.227699    7124.51            mc15_13TeV.361340.Sherpa_CT10_Wmunu_Pt700_1000_CFilterBVeto
361343     30000     0.0079128*0.9991*0.236425   16036.06           mc15_13TeV.361343.Sherpa_CT10_Wmunu_Pt1000_2000_CFilterBVeto
361346     9000      3.1798e-05*0.9991*0.267917  1056434.15         mc15_13TeV.361346.Sherpa_CT10_Wmunu_Pt2000_E_CMS_CFilterBVeto
361349     9000000   21378.0*0.9082*0.048706     8.64               mc15_13TeV.361349.Sherpa_CT10_Wtaunu_Pt0_70_CFilterBVeto
361352     4499900   634.01*0.9082*0.176273      40.26              mc15_13TeV.361352.Sherpa_CT10_Wtaunu_Pt70_140_CFilterBVeto
361355     4397500   90.209*0.9082*0.204983      237.81             mc15_13TeV.361355.Sherpa_CT10_Wtaunu_Pt140_280_CFilterBVeto
361358     900000    5.7831*0.9991*0.218875      711.03             mc15_13TeV.361358.Sherpa_CT10_Wtaunu_Pt280_500_CFilterBVeto
361361     300000    0.35372*0.9991*0.230541     3678.86            mc15_13TeV.361361.Sherpa_CT10_Wtaunu_Pt500_700_CFilterBVeto
361364     100000    0.060497*0.9991*0.220035    7512.33            mc15_13TeV.361364.Sherpa_CT10_Wtaunu_Pt700_1000_CFilterBVeto
361367     30000     0.0078888*0.9991*0.237999   15978.47           mc15_13TeV.361367.Sherpa_CT10_Wtaunu_Pt1000_2000_CFilterBVeto
361370     10000     3.0482e-05*0.9991*0.242272  1354108.04         mc15_13TeV.361370.Sherpa_CT10_Wtaunu_Pt2000_E_CMS_CFilterBVeto
##         ##        ====================        ##                 ##
##         ##        Wjets_Sherpa_Bfilter        ##                 ##
##         ##        ====================        ##                 ##
361302     6000000   21385.0*0.9082*0.059786     4.69               mc15_13TeV.361302.Sherpa_CT10_Wenu_Pt0_70_BFilter
361305     4389800   631.59*0.9082*0.096681      71.89              mc15_13TeV.361305.Sherpa_CT10_Wenu_Pt70_140_BFilter
361308     4875900   90.129*0.9082*0.112284      481.81             mc15_13TeV.361308.Sherpa_CT10_Wenu_Pt140_280_BFilter
361311     900000    5.7139*0.9991*0.130994      1202.43            mc15_13TeV.361311.Sherpa_CT10_Wenu_Pt280_500_BFilter
361314     300000    0.34646*0.9991*0.155229     5578.22            mc15_13TeV.361314.Sherpa_CT10_Wenu_Pt500_700_BFilter
361317     100000    0.062642*0.9991*0.168701    9462.74            mc15_13TeV.361317.Sherpa_CT10_Wenu_Pt700_1000_BFilter
361320     30000     0.0080036*0.9991*0.173096   21654.53           mc15_13TeV.361320.Sherpa_CT10_Wenu_Pt1000_2000_BFilter
361323     10000     3.1194e-05*0.9991*0.165186  1940687.89         mc15_13TeV.361323.Sherpa_CT10_Wenu_Pt2000_E_CMS_BFilter
361326     8995500   21371.0*0.9082*0.05971      7.05               mc15_13TeV.361326.Sherpa_CT10_Wmunu_Pt0_70_BFilter
361329     4386500   632.79*0.9082*0.096687      71.7               mc15_13TeV.361329.Sherpa_CT10_Wmunu_Pt70_140_BFilter
361332     4887750   90.204*0.9082*0.112541      481.47             mc15_13TeV.361332.Sherpa_CT10_Wmunu_Pt140_280_BFilter
361335     900000    5.7292*0.9991*0.130709      1201.83            mc15_13TeV.361335.Sherpa_CT10_Wmunu_Pt280_500_BFilter
361338     300000    0.34814*0.9991*0.163529     5269.54            mc15_13TeV.361338.Sherpa_CT10_Wmunu_Pt500_700_BFilter
361341     99950     0.06015*0.9991*0.16014      10376.42           mc15_13TeV.361341.Sherpa_CT10_Wmunu_Pt700_1000_BFilter
361344     30000     0.0078579*0.9991*0.159623   23917.69           mc15_13TeV.361344.Sherpa_CT10_Wmunu_Pt1000_2000_BFilter
361347     10000     3.4594e-05*0.9991*0.192802  1499297.04         mc15_13TeV.361347.Sherpa_CT10_Wmunu_Pt2000_E_CMS_BFilter
361350     8997000   21386.0*0.9082*0.059683     7.05               mc15_13TeV.361350.Sherpa_CT10_Wtaunu_Pt0_70_BFilter
361353     4387700   633.0*0.9082*0.095733       72.41              mc15_13TeV.361353.Sherpa_CT10_Wtaunu_Pt70_140_BFilter
