## DSID    events    xsec[pb]*kfac*filter        lumi[fb-1]         name
---------  --------  --------------------------  -----------------  ------------------------------------------------------------------------------
##         ##        ====================        ##                 ##
##         ##        Diboson_DC14_MC15sim        ##                 ##
363365     1999500   2075.9*0.9751*0.11858       8.12               mc15_13TeV.363365.Sherpa_NNPDF30NNLO_Zmumu_Pt0_70_CFilterBVeto
363368     800000    71.743*0.9751*0.20026       55.68              mc15_13TeV.363368.Sherpa_NNPDF30NNLO_Zmumu_Pt70_140_CFilterBVeto
363371     800000    11.099*0.9751*0.22245       324.02             mc15_13TeV.363371.Sherpa_NNPDF30NNLO_Zmumu_Pt140_280_CFilterBVeto
363374     298600    0.83155*0.9751*0.24084      1490.98            mc15_13TeV.363374.Sherpa_NNPDF30NNLO_Zmumu_Pt280_500_CFilterBVeto
363377     200000    0.052965*0.9751*0.25111     15037.55           mc15_13TeV.363377.Sherpa_NNPDF30NNLO_Zmumu_Pt500_700_CFilterBVeto
363380     30000     0.0095439*0.9751*0.25478    12337.58           mc15_13TeV.363380.Sherpa_NNPDF30NNLO_Zmumu_Pt700_1000_CFilterBVeto
363383     20000     0.0012528*0.9751*0.26111    61139.9            mc15_13TeV.363383.Sherpa_NNPDF30NNLO_Zmumu_Pt1000_2000_CFilterBVeto
363386     10000     5.2027e-06*0.9751*0.27202   7065947.06         mc15_13TeV.363386.Sherpa_NNPDF30NNLO_Zmumu_Pt2000_E_CMS_CFilterBVeto
363389     2000000   2078.5*0.9751*0.11914       8.08               mc15_13TeV.363389.Sherpa_NNPDF30NNLO_Zee_Pt0_70_CFilterBVeto
363392     800000    71.341*0.9751*0.20196       55.52              mc15_13TeV.363392.Sherpa_NNPDF30NNLO_Zee_Pt70_140_CFilterBVeto
363395     800000    11.051*0.9751*0.22519       321.47             mc15_13TeV.363395.Sherpa_NNPDF30NNLO_Zee_Pt140_280_CFilterBVeto
363398     281000    0.8291*0.9751*0.2453        1381.66            mc15_13TeV.363398.Sherpa_NNPDF30NNLO_Zee_Pt280_500_CFilterBVeto
363401     200000    0.052912*0.9751*0.25074     15074.82           mc15_13TeV.363401.Sherpa_NNPDF30NNLO_Zee_Pt500_700_CFilterBVeto
363404     30000     0.009431*0.9751*0.26107     12184.47           mc15_13TeV.363404.Sherpa_NNPDF30NNLO_Zee_Pt700_1000_CFilterBVeto
363407     20000     0.0012711*0.9751*0.26849    58603.31           mc15_13TeV.363407.Sherpa_NNPDF30NNLO_Zee_Pt1000_2000_CFilterBVeto
363410     10000     4.7405e-06*0.9751*0.26346   8006840.21         mc15_13TeV.363410.Sherpa_NNPDF30NNLO_Zee_Pt2000_E_CMS_CFilterBVeto
363413     5000000   11230.0*0.9728*0.1155       3.85               mc15_13TeV.363413.Sherpa_NNPDF30NNLO_Znunu_Pt0_70_CFilterBVeto
363416     2000000   403.28*0.9728*0.20046       24.74              mc15_13TeV.363416.Sherpa_NNPDF30NNLO_Znunu_Pt70_140_CFilterBVeto
363419     1926000   62.1*0.9728*0.24137         128.49             mc15_13TeV.363419.Sherpa_NNPDF30NNLO_Znunu_Pt140_280_CFilterBVeto
363422     1000000   4.5967*0.9728*0.23872       911.31             mc15_13TeV.363422.Sherpa_NNPDF30NNLO_Znunu_Pt280_500_CFilterBVeto
363425     600000    0.28253*0.9728*0.25609      8292.66            mc15_13TeV.363425.Sherpa_NNPDF30NNLO_Znunu_Pt500_700_CFilterBVeto
363428     100000    0.050976*0.9728*0.26143     7503.76            mc15_13TeV.363428.Sherpa_NNPDF30NNLO_Znunu_Pt700_1000_CFilterBVeto
363431     50000     0.0066936*0.9728*0.26278    28426.14           mc15_13TeV.363431.Sherpa_NNPDF30NNLO_Znunu_Pt1000_2000_CFilterBVeto
363434     30000     2.3947e-05*0.9728*0.28446   4404016.47         mc15_13TeV.363434.Sherpa_NNPDF30NNLO_Znunu_Pt2000_E_CMS_CFilterBVeto
##         ##        ====================        ##                 ##
##         ##        Zjets_Sherpa22_light        ##                 ##
##         ##        ====================        ##                 ##
363102     1250000   71.687*0.9751*0.66882       26.07              mc15_13TeV.363102.Sherpa_NNPDF30NNLO_Ztautau_Pt70_140_CVetoBVeto
363105     500000    11.031*0.9751*0.62603       72.4               mc15_13TeV.363105.Sherpa_NNPDF30NNLO_Ztautau_Pt140_280_CVetoBVeto
363108     500000    0.83515*0.9751*0.59782      1001.46            mc15_13TeV.363108.Sherpa_NNPDF30NNLO_Ztautau_Pt280_500_CVetoBVeto
363111     297000    0.053095*0.9751*0.58109     9626.3             mc15_13TeV.363111.Sherpa_NNPDF30NNLO_Ztautau_Pt500_700_CVetoBVeto
363114     50000     0.0097332*0.9751*0.56759    9050.65            mc15_13TeV.363114.Sherpa_NNPDF30NNLO_Ztautau_Pt700_1000_CVetoBVeto
363117     30000     0.0012574*0.9751*0.56725    42060.39           mc15_13TeV.363117.Sherpa_NNPDF30NNLO_Ztautau_Pt1000_2000_CVetoBVeto
363120     20000     4.7536e-06*0.9751*0.52119   8072560.1          mc15_13TeV.363120.Sherpa_NNPDF30NNLO_Ztautau_Pt2000_E_CMS_CVetoBVeto
363361     2000000   2076.5*0.9751*0.81186       1.19               mc15_13TeV.363361.Sherpa_NNPDF30NNLO_Ztautau_Pt0_70_CVetoBVeto
363364     3000000   2077.0*0.9751*0.81102       1.78               mc15_13TeV.363364.Sherpa_NNPDF30NNLO_Zmumu_Pt0_70_CVetoBVeto
363367     1250000   71.72*0.9751*0.6669         26.13              mc15_13TeV.363367.Sherpa_NNPDF30NNLO_Zmumu_Pt70_140_CVetoBVeto
363370     800000    11.105*0.9751*0.62584       115.11             mc15_13TeV.363370.Sherpa_NNPDF30NNLO_Zmumu_Pt140_280_CVetoBVeto
363373     500000    0.83396*0.9751*0.59232      1012.2             mc15_13TeV.363373.Sherpa_NNPDF30NNLO_Zmumu_Pt280_500_CVetoBVeto
363376     300000    0.053138*0.9751*0.58356     9674.54            mc15_13TeV.363376.Sherpa_NNPDF30NNLO_Zmumu_Pt500_700_CVetoBVeto
363379     50000     0.0095435*0.9751*0.57641    9089.31            mc15_13TeV.363379.Sherpa_NNPDF30NNLO_Zmumu_Pt700_1000_CVetoBVeto
363382     30000     0.0012698*0.9751*0.55785    42351.47           mc15_13TeV.363382.Sherpa_NNPDF30NNLO_Zmumu_Pt1000_2000_CVetoBVeto
363385     20000     4.4846e-06*0.9751*0.56059   7955380.14         mc15_13TeV.363385.Sherpa_NNPDF30NNLO_Zmumu_Pt2000_E_CMS_CVetoBVeto
363388     3000000   2076.4*0.9751*0.81072       1.78               mc15_13TeV.363388.Sherpa_NNPDF30NNLO_Zee_Pt0_70_CVetoBVeto
363391     1250000   71.681*0.9751*0.66943       26.05              mc15_13TeV.363391.Sherpa_NNPDF30NNLO_Zee_Pt70_140_CVetoBVeto
363394     800000    11.095*0.9751*0.6276        114.89             mc15_13TeV.363394.Sherpa_NNPDF30NNLO_Zee_Pt140_280_CVetoBVeto
363397     500000    0.83477*0.9751*0.59849      1000.8             mc15_13TeV.363397.Sherpa_NNPDF30NNLO_Zee_Pt280_500_CVetoBVeto
363400     300000    0.053181*0.9751*0.55451     10173.15           mc15_13TeV.363400.Sherpa_NNPDF30NNLO_Zee_Pt500_700_CVetoBVeto
363403     50000     0.0096374*0.9751*0.57617    9004.5             mc15_13TeV.363403.Sherpa_NNPDF30NNLO_Zee_Pt700_1000_CVetoBVeto
363406     30000     0.0012529*0.9751*0.57115    41923.22           mc15_13TeV.363406.Sherpa_NNPDF30NNLO_Zee_Pt1000_2000_CVetoBVeto
363409     20000     4.9183e-06*0.9751*0.52636   7725597.92         mc15_13TeV.363409.Sherpa_NNPDF30NNLO_Zee_Pt2000_E_CMS_CVetoBVeto
363412     8000000   11220.0*0.9728*0.81079      0.88               mc15_13TeV.363412.Sherpa_NNPDF30NNLO_Znunu_Pt0_70_CVetoBVeto
363415     3000000   403.31*0.9728*0.66795       11.14              mc15_13TeV.363415.Sherpa_NNPDF30NNLO_Znunu_Pt70_140_CVetoBVeto
363418     1965000   62.127*0.9728*0.6267        50.47              mc15_13TeV.363418.Sherpa_NNPDF30NNLO_Znunu_Pt140_280_CVetoBVeto
363421     1500000   4.6311*0.9728*0.59846       541.22             mc15_13TeV.363421.Sherpa_NNPDF30NNLO_Znunu_Pt280_500_CVetoBVeto
363424     1000000   0.29495*0.9728*0.58473      5798.24            mc15_13TeV.363424.Sherpa_NNPDF30NNLO_Znunu_Pt500_700_CVetoBVeto
363427     150000    0.049185*0.9728*0.57913     5266.02            mc15_13TeV.363427.Sherpa_NNPDF30NNLO_Znunu_Pt700_1000_CVetoBVeto
363430     100000    0.0066326*0.9728*0.56159    26847.07           mc15_13TeV.363430.Sherpa_NNPDF30NNLO_Znunu_Pt1000_2000_CVetoBVeto
363433     50000     2.2174e-05*0.9728*0.48367   4662048.75         mc15_13TeV.363433.Sherpa_NNPDF30NNLO_Znunu_Pt2000_E_CMS_CVetoBVeto
##         ##        =================           ##                 ##
##         ##        Zjets_PowPy8_incl           ##                 ##
##         ##        =================           ##                 ##
361106     19993000  1901.2*1.026*1.0            10.52              mc15_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee
361107     19981000  1901.2*1.026*1.0            10.51              mc15_13TeV.361107.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zmumu
361108     39497000  1901.2*1.026*1.0            20.77              mc15_13TeV.361108.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Ztautau
425001     148000    1900.8*1.0*1.0              0.08               mc15_13TeV.425001.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Var1Up_Ztautau
425002     148000    1900.8*1.0*1.0              0.08               mc15_13TeV.425002.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Var2Up_Ztautau
425003     149000    1900.7*1.0*1.0              0.08               mc15_13TeV.425003.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Var1Down_Ztautau
425004     147000    1900.8*1.0*1.0              0.08               mc15_13TeV.425004.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Var2Down_Ztautau
425005     148000    1900.8*1.0*1.0              0.08               mc15_13TeV.425005.PowhegPythia8EvtGen_AZNLOCTEQ6L1_RenUp_Ztautau
425006     145000    1900.5*1.0*1.0              0.08               mc15_13TeV.425006.PowhegPythia8EvtGen_AZNLOCTEQ6L1_RenDown_Ztautau
425007     149000    1900.7*1.0*1.0              0.08               mc15_13TeV.425007.PowhegPythia8EvtGen_AZNLOCTEQ6L1_MPIUp_Ztautau
425008     149000    1900.8*1.0*1.0              0.08               mc15_13TeV.425008.PowhegPythia8EvtGen_AZNLOCTEQ6L1_MPIDown_Ztautau
429011     1000000   1900.8*1.0*1.0              0.53               mc15_13TeV.429011.PowhegPythia8_AZNLOCTEQ6L1_Ztautau
##         ##        ==================          ##                 ##
##         ##        Zjets_Sherpa_light          ##                 ##
##         ##        ==================          ##                 ##
361372     6000000   2206.6*0.9013*0.778989      3.49               mc15_13TeV.361372.Sherpa_CT10_Zee_Pt0_70_CVetoBVeto
361375     1242500   75.852*0.9013*0.646932      25.32              mc15_13TeV.361375.Sherpa_CT10_Zee_Pt70_140_CVetoBVeto
361378     1379400   11.696*0.9013*0.617229      191.08             mc15_13TeV.361378.Sherpa_CT10_Zee_Pt140_280_CVetoBVeto
361381     500000    0.76731*0.9013*0.588874     1106.56            mc15_13TeV.361381.Sherpa_CT10_Zee_Pt280_500_CVetoBVeto
361384     300000    0.04616*0.9013*0.577255     11258.69           mc15_13TeV.361384.Sherpa_CT10_Zee_Pt500_700_CVetoBVeto
361387     50000     0.0081345*0.9013*0.566055   10858.77           mc15_13TeV.361387.Sherpa_CT10_Zee_Pt700_1000_CVetoBVeto
361390     30000     0.0010416*0.9013*0.536884   53646.31           mc15_13TeV.361390.Sherpa_CT10_Zee_Pt1000_2000_CVetoBVeto
361393     20000     4.2785e-06*0.9013*0.519728  8994195.94         mc15_13TeV.361393.Sherpa_CT10_Zee_Pt2000_E_CMS_CVetoBVeto
361396     6000000   2202.3*0.9013*0.778381      3.5                mc15_13TeV.361396.Sherpa_CT10_Zmumu_Pt0_70_CVetoBVeto
361399     1250000   75.904*0.9013*0.649106      25.37              mc15_13TeV.361399.Sherpa_CT10_Zmumu_Pt70_140_CVetoBVeto
361402     1377400   11.646*0.9013*0.610026      193.88             mc15_13TeV.361402.Sherpa_CT10_Zmumu_Pt140_280_CVetoBVeto
361405     500000    0.76899*0.9013*0.580841     1119.42            mc15_13TeV.361405.Sherpa_CT10_Zmumu_Pt280_500_CVetoBVeto
361408     300000    0.046017*0.9013*0.566372    11510.69           mc15_13TeV.361408.Sherpa_CT10_Zmumu_Pt500_700_CVetoBVeto
361411     50000     0.0080386*0.9013*0.561305   11081.3            mc15_13TeV.361411.Sherpa_CT10_Zmumu_Pt700_1000_CVetoBVeto
361414     30000     0.0011444*0.9013*0.549132   47738.27           mc15_13TeV.361414.Sherpa_CT10_Zmumu_Pt1000_2000_CVetoBVeto
361417     20000     4.1112e-06*0.9013*0.597261  8145115.25         mc15_13TeV.361417.Sherpa_CT10_Zmumu_Pt2000_E_CMS_CVetoBVeto
361420     2000000   2196.4*0.9013*0.77814       1.17               mc15_13TeV.361420.Sherpa_CT10_Ztautau_Pt0_70_CVetoBVeto
361423     1250000   76.468*0.9013*0.647945      25.23              mc15_13TeV.361423.Sherpa_CT10_Ztautau_Pt70_140_CVetoBVeto
361426     1377600   11.656*0.9013*0.614503      192.33             mc15_13TeV.361426.Sherpa_CT10_Ztautau_Pt140_280_CVetoBVeto
361429     500000    0.76587*0.9013*0.581019     1123.63            mc15_13TeV.361429.Sherpa_CT10_Ztautau_Pt280_500_CVetoBVeto
361432     300000    0.046214*0.9013*0.563903    11511.8            mc15_13TeV.361432.Sherpa_CT10_Ztautau_Pt500_700_CVetoBVeto
361435     50000     0.0081358*0.9013*0.560184   10970.82           mc15_13TeV.361435.Sherpa_CT10_Ztautau_Pt700_1000_CVetoBVeto
361438     30000     0.0010477*0.9013*0.56361    50804.9            mc15_13TeV.361438.Sherpa_CT10_Ztautau_Pt1000_2000_CVetoBVeto
361441     20000     4.0687e-06*0.9013*0.595406  8255837.19         mc15_13TeV.361441.Sherpa_CT10_Ztautau_Pt2000_E_CMS_CVetoBVeto
361444     10000000  11937.0*0.9141*0.778461     1.08               mc15_13TeV.361444.Sherpa_CT10_Znunu_Pt0_70_CVetoBVeto
361447     9000000   427.9*0.9141*0.649624       32.38              mc15_13TeV.361447.Sherpa_CT10_Znunu_Pt70_140_CVetoBVeto
361450     2989800   65.587*0.9141*0.61384       74.26              mc15_13TeV.361450.Sherpa_CT10_Znunu_Pt140_280_CVetoBVeto
361453     1700000   4.2674*0.9141*0.585661      680.2              mc15_13TeV.361453.Sherpa_CT10_Znunu_Pt280_500_CVetoBVeto
361456     520000    0.25297*0.9141*0.555049     3703.42            mc15_13TeV.361456.Sherpa_CT10_Znunu_Pt500_700_CVetoBVeto
361459     200000    0.044578*0.9141*0.557693    8044.78            mc15_13TeV.361459.Sherpa_CT10_Znunu_Pt700_1000_CVetoBVeto
361462     50000     0.0056735*0.9141*0.534707   16481.74           mc15_13TeV.361462.Sherpa_CT10_Znunu_Pt1000_2000_CVetoBVeto
361465     19680     2.2845e-05*0.9141*0.543622  1584662.96         mc15_13TeV.361465.Sherpa_CT10_Znunu_Pt2000_E_CMS_CVetoBVeto
407100     6000000   2015.8*1.0*0.76987          3.87               mc15_13TeV.407100.Sherpa_CT10_Zee_LO_Pt0_70_CVetoBVeto
407103     2000000   67.273*1.0*0.63535          46.79              mc15_13TeV.407103.Sherpa_CT10_Zee_LO_Pt70_140_CVetoBVeto
407106     300000    10.669*1.0*0.61372          45.82              mc15_13TeV.407106.Sherpa_CT10_Zee_LO_Pt140_280_CVetoBVeto
407109     1000000   0.78024*1.0*0.59131         2167.49            mc15_13TeV.407109.Sherpa_CT10_Zee_LO_Pt280_500_CVetoBVeto
407112     300000    0.048576*1.0*0.57328        10772.9            mc15_13TeV.407112.Sherpa_CT10_Zee_LO_Pt500_700_CVetoBVeto
407115     50000     0.0087722*1.0*0.56077       10164.28           mc15_13TeV.407115.Sherpa_CT10_Zee_LO_Pt700_1000_CVetoBVeto
407118     30000     0.0011849*1.0*0.55239       45834.63           mc15_13TeV.407118.Sherpa_CT10_Zee_LO_Pt1000_E_CMS_CVetoBVeto
407121     6000000   2015.4*1.0*0.76957          3.87               mc15_13TeV.407121.Sherpa_CT10_Zmumu_LO_Pt0_70_CVetoBVeto
407124     2000000   67.328*1.0*0.63491          46.79              mc15_13TeV.407124.Sherpa_CT10_Zmumu_LO_Pt70_140_CVetoBVeto
407127     300000    10.655*1.0*0.61347          45.9               mc15_13TeV.407127.Sherpa_CT10_Zmumu_LO_Pt140_280_CVetoBVeto
407130     500000    0.77951*1.0*0.59045         1086.34            mc15_13TeV.407130.Sherpa_CT10_Zmumu_LO_Pt280_500_CVetoBVeto
407133     300000    0.048752*1.0*0.57288        10741.51           mc15_13TeV.407133.Sherpa_CT10_Zmumu_LO_Pt500_700_CVetoBVeto
407136     50000     0.0087842*1.0*0.56104       10145.51           mc15_13TeV.407136.Sherpa_CT10_Zmumu_LO_Pt700_1000_CVetoBVeto
407139     29400     0.0011822*1.0*0.5536        44922.13           mc15_13TeV.407139.Sherpa_CT10_Zmumu_LO_Pt1000_E_CMS_CVetoBVeto
407142     6000000   2015.2*1.0*0.76927          3.87               mc15_13TeV.407142.Sherpa_CT10_Ztautau_LO_Pt0_70_CVetoBVeto
407145     2000000   67.307*1.0*0.63571          46.74              mc15_13TeV.407145.Sherpa_CT10_Ztautau_LO_Pt70_140_CVetoBVeto
407148     300000    10.639*1.0*0.61364          45.95              mc15_13TeV.407148.Sherpa_CT10_Ztautau_LO_Pt140_280_CVetoBVeto
407151     500000    0.78053*1.0*0.59062         1084.61            mc15_13TeV.407151.Sherpa_CT10_Ztautau_LO_Pt280_500_CVetoBVeto
407154     300000    0.048623*1.0*0.5727         10773.39           mc15_13TeV.407154.Sherpa_CT10_Ztautau_LO_Pt500_700_CVetoBVeto
407157     50000     0.0087771*1.0*0.56491       10084.16           mc15_13TeV.407157.Sherpa_CT10_Ztautau_LO_Pt700_1000_CVetoBVeto
407160     30000     0.0011815*1.0*0.55312       45905.86           mc15_13TeV.407160.Sherpa_CT10_Ztautau_LO_Pt1000_E_CMS_CVetoBVeto
407163     30000000  10919.0*1.0*0.76938         3.57               mc15_13TeV.407163.Sherpa_CT10_Znunu_LO_Pt0_70_CVetoBVeto
407166     4000000   378.85*1.0*0.63549          16.61              mc15_13TeV.407166.Sherpa_CT10_Znunu_LO_Pt70_140_CVetoBVeto
407169     2000000   59.975*1.0*0.61413          54.3               mc15_13TeV.407169.Sherpa_CT10_Znunu_LO_Pt140_280_CVetoBVeto
407172     1000000   4.3501*1.0*0.59165          388.54             mc15_13TeV.407172.Sherpa_CT10_Znunu_LO_Pt280_500_CVetoBVeto
407175     500000    0.26869*1.0*0.57394         3242.29            mc15_13TeV.407175.Sherpa_CT10_Znunu_LO_Pt500_700_CVetoBVeto
407178     199800    0.048148*1.0*0.56094        7397.77            mc15_13TeV.407178.Sherpa_CT10_Znunu_LO_Pt700_1000_CVetoBVeto
407181     50000     0.0064279*1.0*0.55025       14136.47           mc15_13TeV.407181.Sherpa_CT10_Znunu_LO_Pt1000_E_CMS_CVetoBVeto
##         ##        ======================      ##                 ##
##         ##        Zjets_Sherpa_Mll10to40      ##                 ##
##         ##        ======================      ##                 ##
361468     2500000   2256.1*0.9013*0.95157       1.16               mc15_13TeV.361468.Sherpa_CT10_Zee_Mll10to40_Pt0_70_BVeto
361469     500000    2252.9*0.9013*0.047153      4.71               mc15_13TeV.361469.Sherpa_CT10_Zee_Mll10to40_Pt0_70_BFilter
361470     600000    7.7821*0.9013*0.89435       86.21              mc15_13TeV.361470.Sherpa_CT10_Zee_Mll10to40_Pt70_140_BVeto
361471     100000    7.8015*0.9013*0.099233      129.17             mc15_13TeV.361471.Sherpa_CT10_Zee_Mll10to40_Pt70_140_BFilter
361472     300000    0.71014*0.9013*0.86947      485.87             mc15_13TeV.361472.Sherpa_CT10_Zee_Mll10to40_Pt140_400_BVeto
361473     100000    0.7067*0.9013*0.10501       1347.52            mc15_13TeV.361473.Sherpa_CT10_Zee_Mll10to40_Pt140_400_BFilter
361474     100000    0.0073149*0.9013*0.82797    16511.14           mc15_13TeV.361474.Sherpa_CT10_Zee_Mll10to40_Pt400_E_CMS_BVeto
361475     49940     0.0074547*0.9013*0.20095    33337.29           mc15_13TeV.361475.Sherpa_CT10_Zee_Mll10to40_Pt400_E_CMS_BFilter
361476     2500000   2251.1*0.9013*0.95124       1.17               mc15_13TeV.361476.Sherpa_CT10_Zmumu_Mll10to40_Pt0_70_BVeto
361477     500000    2250.0*0.9013*0.047277      4.7                mc15_13TeV.361477.Sherpa_CT10_Zmumu_Mll10to40_Pt0_70_BFilter
361478     600000    7.7867*0.9013*0.89102       86.48              mc15_13TeV.361478.Sherpa_CT10_Zmumu_Mll10to40_Pt70_140_BVeto
361479     100000    7.784*0.9013*0.10194        126.02             mc15_13TeV.361479.Sherpa_CT10_Zmumu_Mll10to40_Pt70_140_BFilter
361480     300000    0.71424*0.9013*0.87022      482.67             mc15_13TeV.361480.Sherpa_CT10_Zmumu_Mll10to40_Pt140_400_BVeto
361481     100000    0.70704*0.9013*0.11674      1211.54            mc15_13TeV.361481.Sherpa_CT10_Zmumu_Mll10to40_Pt140_400_BFilter
361482     100000    0.00745*0.9013*0.84321      15918.71           mc15_13TeV.361482.Sherpa_CT10_Zmumu_Mll10to40_Pt400_E_CMS_BVeto
361483     49920     0.0075032*0.9013*0.20117    33072.33           mc15_13TeV.361483.Sherpa_CT10_Zmumu_Mll10to40_Pt400_E_CMS_BFilter
361484     2500000   2268.6*0.9013*0.95169       1.16               mc15_13TeV.361484.Sherpa_CT10_Ztautau_Mll10to40_Pt0_70_BVeto
361485     500000    2254.2*0.9013*0.046987      4.72               mc15_13TeV.361485.Sherpa_CT10_Ztautau_Mll10to40_Pt0_70_BFilter
361486     600000    7.7699*0.9013*0.8921        86.56              mc15_13TeV.361486.Sherpa_CT10_Ztautau_Mll10to40_Pt70_140_BVeto
361487     100000    7.8242*0.9013*0.10367       123.28             mc15_13TeV.361487.Sherpa_CT10_Ztautau_Mll10to40_Pt70_140_BFilter
361488     300000    0.70972*0.9013*0.87013      485.79             mc15_13TeV.361488.Sherpa_CT10_Ztautau_Mll10to40_Pt140_400_BVeto
361489     100000    0.70682*0.9013*0.11787      1200.29            mc15_13TeV.361489.Sherpa_CT10_Ztautau_Mll10to40_Pt140_400_BFilter
361490     100000    0.0074353*0.9013*0.84347    15945.27           mc15_13TeV.361490.Sherpa_CT10_Ztautau_Mll10to40_Pt400_E_CMS_BVeto
361491     49980     0.0074346*0.9013*0.19323    34790.77           mc15_13TeV.361491.Sherpa_CT10_Ztautau_Mll10to40_Pt400_E_CMS_BFilter
##         ##        ====================        ##                 ##
##         ##        Zjets_Sherpa_Bfilter        ##                 ##
##         ##        ====================        ##                 ##
361374     2500000   2205.9*0.9013*0.079669      14.23              mc15_13TeV.361374.Sherpa_CT10_Zee_Pt0_70_BFilter
361377     1115300   76.095*0.9013*0.131146      111.76             mc15_13TeV.361377.Sherpa_CT10_Zee_Pt70_140_BFilter
361380     987050    11.653*0.9013*0.150367      563.31             mc15_13TeV.361380.Sherpa_CT10_Zee_Pt140_280_BFilter
361383     300000    0.76542*0.9013*0.156212     2509.04            mc15_13TeV.361383.Sherpa_CT10_Zee_Pt280_500_BFilter
361386     200000    0.04647*0.9013*0.168468     25547.0            mc15_13TeV.361386.Sherpa_CT10_Zee_Pt500_700_BFilter
361389     30000     0.0081564*0.9013*0.182922   20107.44           mc15_13TeV.361389.Sherpa_CT10_Zee_Pt700_1000_BFilter
361392     20000     0.0010599*0.9013*0.191868   98347.33           mc15_13TeV.361392.Sherpa_CT10_Zee_Pt1000_2000_BFilter
361395     9980      4.1479e-06*0.9013*0.222083  10833953.03        mc15_13TeV.361395.Sherpa_CT10_Zee_Pt2000_E_CMS_BFilter
361398     2497400   2204.4*0.9013*0.079624      14.23              mc15_13TeV.361398.Sherpa_CT10_Zmumu_Pt0_70_BFilter
361401     1120000   76.107*0.9013*0.130293      112.95             mc15_13TeV.361401.Sherpa_CT10_Zmumu_Pt70_140_BFilter
361404     826900    11.652*0.9013*0.148024      479.42             mc15_13TeV.361404.Sherpa_CT10_Zmumu_Pt140_280_BFilter
361407     300000    0.7716*0.9013*0.163024      2384.94            mc15_13TeV.361407.Sherpa_CT10_Zmumu_Pt280_500_BFilter
361410     200000    0.046356*0.9013*0.176439    24452.85           mc15_13TeV.361410.Sherpa_CT10_Zmumu_Pt500_700_BFilter
361413     30000     0.0080571*0.9013*0.178631   20844.22           mc15_13TeV.361413.Sherpa_CT10_Zmumu_Pt700_1000_BFilter
361416     19240     0.0010661*0.9013*0.198009   91142.76           mc15_13TeV.361416.Sherpa_CT10_Zmumu_Pt1000_2000_BFilter
361419     9990      4.2224e-06*0.9013*0.246649  9592388.42         mc15_13TeV.361419.Sherpa_CT10_Zmumu_Pt2000_E_CMS_BFilter
361422     2249000   2204.7*0.9013*0.079215      12.88              mc15_13TeV.361422.Sherpa_CT10_Ztautau_Pt0_70_BFilter
361425     1118400   75.852*0.9013*0.131225      112.36             mc15_13TeV.361425.Sherpa_CT10_Ztautau_Pt70_140_BFilter
361428     989600    11.669*0.9013*0.14208       596.89             mc15_13TeV.361428.Sherpa_CT10_Ztautau_Pt140_280_BFilter
361431     300000    0.76011*0.9013*0.158859     2484.47            mc15_13TeV.361431.Sherpa_CT10_Ztautau_Pt280_500_BFilter
361434     199980    0.046059*0.9013*0.170454    25472.11           mc15_13TeV.361434.Sherpa_CT10_Ztautau_Pt500_700_BFilter
361437     30000     0.0081221*0.9013*0.180118   20506.7            mc15_13TeV.361437.Sherpa_CT10_Ztautau_Pt700_1000_BFilter
361440     20000     0.0010645*0.9013*0.168462   111527.61          mc15_13TeV.361440.Sherpa_CT10_Ztautau_Pt1000_2000_BFilter
361443     9960      4.3578e-06*0.9013*0.250846  9111394.77         mc15_13TeV.361443.Sherpa_CT10_Ztautau_Pt2000_E_CMS_BFilter
361446     7978000   11940.0*0.9141*0.080032     8.35               mc15_13TeV.361446.Sherpa_CT10_Znunu_Pt0_70_BFilter
361449     4428600   427.81*0.9141*0.132849      77.92              mc15_13TeV.361449.Sherpa_CT10_Znunu_Pt70_140_BFilter
361452     4925900   65.654*0.9141*0.147665      508.1              mc15_13TeV.361452.Sherpa_CT10_Znunu_Pt140_280_BFilter
361455     1600000   4.2591*0.9141*0.161749      2322.53            mc15_13TeV.361455.Sherpa_CT10_Znunu_Pt280_500_BFilter
361458     510000    0.25465*0.9141*0.164931     12142.95           mc15_13TeV.361458.Sherpa_CT10_Znunu_Pt500_700_BFilter
361461     100000    0.044661*0.9141*0.163096    13728.66           mc15_13TeV.361461.Sherpa_CT10_Znunu_Pt700_1000_BFilter
361464     29980     0.0057757*0.9141*0.197191   26323.27           mc15_13TeV.361464.Sherpa_CT10_Znunu_Pt1000_2000_BFilter
361467     9910      2.3457e-05*0.9141*0.215729  1958360.57         mc15_13TeV.361467.Sherpa_CT10_Znunu_Pt2000_E_CMS_BFilter
407102     2000000   2015.2*1.0*0.086403         11.49              mc15_13TeV.407102.Sherpa_CT10_Zee_LO_Pt0_70_BFilter
407105     300000    67.357*1.0*0.13931          31.97              mc15_13TeV.407105.Sherpa_CT10_Zee_LO_Pt70_140_BFilter
407108     50000     10.642*1.0*0.14572          32.24              mc15_13TeV.407108.Sherpa_CT10_Zee_LO_Pt140_280_BFilter
